batch_id,item_id,current_decision,current_policy,current_material,current_process,audit_verdict,proposed_decision,proposed_policy,severity,issue_type,reasoning,recommended_edit
route_batch_04,ebf3_heater_supply_heat_sink,lunar_candidate_flagged,sensitivity_flag,aluminum_heat_sink,heat_sink_extrusion_v0,keep,lunar_candidate_flagged,sensitivity_flag,minor,wrong_process,"Flagged decision is reasonable, but the primary heat-sink extrusion route is not evidenced by a Ready extrusion machine; Ready support appears to be machining of aluminum stock rather than extrusion closure.","Keep lunar_candidate_flagged, but make machined aluminum heat sink the local route unless a Ready extrusion route is added."
route_batch_04,ebf3_drive_roll_carrier_body,lunar_candidate,local_nominal,steel_stock,machining_basic_v0,keep,lunar_candidate,local_nominal,ok,ok,"Clean local treatment is semantically acceptable: ebf3_drive_roll_carrier_body is ordinary low-risk local metal/assembly hardware, uses Ready blank-tag machines, and the listed requirements are within basic machining/assembly tolerance rather than hidden HV, vacuum seal, electronics, magnetic, or precision-bearing closure.",No route decision edit recommended.
route_batch_04,ebf3_ebf_wire_guide_tip_wear_orifice,route_gap,import_until_gap_resolved,alumina_ceramic_v0,ceramic_forming_basic_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route gap treatment is appropriate: alumina_ceramic_v0 may be lunar-plausible, but the row identifies missing Ready process/machine support or unresolved performance qualification for wear orifice diameter; dielectric strength; thermal shock resistance; wire sliding wear.",Keep import_until_gap_resolved until the stated process and performance gaps are closed.
route_batch_04,ebf3_emi_filter_choke_mounting_base_set,lunar_candidate_flagged,sensitivity_flag,aluminum_or_steel_mount,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: aluminum_or_steel_mount is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for creepage clearance if conductive; mechanical retention; magnetic field interaction kept low.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_feed_liner_tube,route_gap,import_until_gap_resolved,composite_placeholder,,keep,route_gap,import_until_gap_resolved,ok,ok,"Route gap treatment is appropriate: composite_placeholder may be lunar-plausible, but the row identifies missing Ready process/machine support or unresolved performance qualification for wire feed friction; wear; vacuum outgassing; thermal stability.",Keep import_until_gap_resolved until the stated process and performance gaps are closed.
route_batch_04,ebf3_gun_screen_electrode,earth_import,import_nominal,molybdenum_or_tungsten,tungsten_sintering_high_temp_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: molybdenum_or_tungsten is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close electron optics geometry; high temperature stability; low sputter and contamination; precise aperture.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_floating_side_screw_bearing_retainer_set,lunar_candidate_flagged,sensitivity_flag,steel_retainer,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: steel_retainer is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for bearing retention tolerance; runout contribution; preload stability; vacuum compatible fasteners.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_gun_beam_boundary_collector_electrode,earth_import,import_nominal,molybdenum_or_tungsten,tungsten_sintering_high_temp_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: molybdenum_or_tungsten is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close electron beam interception heat load; dimensional stability; low secondary emission uncertainty; vacuum cleanliness.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_gun_cathode_radiation_shield_clip_set,lunar_candidate_flagged,sensitivity_flag,steel_or_refractory_foil,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,minor,wrong_material,"Decision/policy are acceptable because the row is flagged, but route_material_basis mixes a local steel baseline with a refractory-foil fallback; refractory foil is not local_derived under the guide.","Keep flagged route, but split or clarify the material: steel clip as local sensitivity case; refractory foil clip as import or route_gap."
route_batch_04,ebf3_gun_column_gun_side_mating_flange,lunar_candidate_flagged,sensitivity_flag,steel_vacuum_flange,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: steel_vacuum_flange is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for electron gun coaxiality; vacuum seal face; HV clearance; thermal distortion.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_gun_dynamic_lens_pole_pieces,lunar_candidate_flagged,sensitivity_flag,soft_iron_or_low_carbon_steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: soft_iron_or_low_carbon_steel is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for magnetic permeability; saturation; pole face geometry; low remanence after anneal; electron beam alignment.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_gun_hv_input_central_conductor,lunar_candidate_flagged,sensitivity_flag,aluminum_conductor,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: aluminum_conductor is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for HV creepage and clearance; smooth radius to avoid corona; contact resistance; vacuum cleanliness.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_gun_hv_insulator_metallized_end_interface_set,defer_import_fallback,import_until_gap_resolved,metallized_alumina_ceramic,ceramic_forming_basic_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"Metallized alumina for an HV vacuum interface is a repeatable capability gap, not just a deferrable one; ceramic forming/sintering and metallization/braze qualification are not Ready.","Reclassify as route_gap and require ceramic forming, high-temperature sintering, metallization, brazing, dielectric, and leak-rate validation before local credit."
route_batch_04,ebf3_gun_main_lens_yoke,lunar_candidate_flagged,sensitivity_flag,soft_iron_or_low_carbon_steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: soft_iron_or_low_carbon_steel is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for magnetic flux capacity; low remanence; lens alignment; thermal stability near gun.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_gun_trajectory_corrector_insulator_set,defer_import_fallback,import_until_gap_resolved,alumina_ceramic_v0,ceramic_forming_basic_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"The material is lunar-plausible alumina, but shaped HV ceramic manufacturing and dielectric/tracking qualification are missing; this is a clear KB route gap for electron-gun hardware.",Change to route_gap with import_until_gap_resolved until Ready ceramic forming/sintering and HV insulation tests exist.
route_batch_04,ebf3_gun_deflection_y_coil_pair,defer_import_fallback,import_until_gap_resolved,aluminum_wire_plus_insulation,coil_winding_basic_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"Deflection coils sit in the electron-beam active control path; local aluminum wire alone does not close winding geometry, insulation class, vacuum outgassing, or magnetic-field linearity, and coil winding is not Ready.","Reclassify as route_gap; import until coil winding, insulation, and magnetic performance verification routes are represented."
route_batch_04,ebf3_hv_cable_dielectric_insulation,earth_import,import_nominal,polymer_hv_dielectric,power_cable_assembly_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: polymer_hv_dielectric is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close dielectric strength; partial discharge margin; bend radius; vacuum outgassing; radiation aging.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_hv_return_current_monitor_insulating_mount,defer_import_fallback,import_until_gap_resolved,alumina_ceramic_v0,ceramic_forming_basic_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"This is a shaped HV ceramic insulating mount with leakage, creepage, and alignment requirements; current Ready machines only support labor, not ceramic part fabrication or dielectric QA.",Use route_gap and keep import_until_gap_resolved until alumina forming/sintering and HV leakage validation close.
route_batch_04,ebf3_hv_tank_shell,route_gap,import_until_gap_resolved,steel_sheet_or_shell,machining_basic_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route gap treatment is appropriate: steel_sheet_or_shell may be lunar-plausible, but the row identifies missing Ready process/machine support or unresolved performance qualification for oil or vacuum containment; HV clearance; leak tight seams; structural stiffness; thermal expansion.",Keep import_until_gap_resolved until the stated process and performance gaps are closed.
route_batch_04,ebf3_hv_tank_ground_lug,lunar_candidate_flagged,sensitivity_flag,aluminum_or_steel_lug,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: aluminum_or_steel_lug is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for low resistance bond; fault-current capacity; corrosion and loosening control; HV grounding geometry.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_hv_pressure_relief_seal,earth_import,import_nominal,silicone_rubber,silicone_rubber_vulcanization_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: silicone_rubber is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close HV oil compatibility; pressure relief leak rate; compression set; outgassing; thermal aging.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_input_rectifier_heat_sink,lunar_candidate_flagged,sensitivity_flag,aluminum_heat_sink,heat_sink_extrusion_v0,keep,lunar_candidate_flagged,sensitivity_flag,minor,wrong_process,"Flagged decision is reasonable, but heat_sink_extrusion_v0 is not clearly supported by a Ready extrusion machine; thermal adequacy should be modeled as machined or otherwise qualified local stock.","Keep lunar_candidate_flagged; clarify that Ready local credit is for machined aluminum heat-sink geometry, not closed extrusion."
route_batch_04,ebf3_hv_lead_support_standoff_set,defer_import_fallback,import_until_gap_resolved,alumina_ceramic_v0,ceramic_forming_basic_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"HV lead standoffs are recurring ceramic insulation hardware; alumina availability does not close shaped ceramic production, creepage design, dielectric withstand, or vacuum cleanliness.",Reclassify as route_gap for the local ceramic/HV standoff route; keep import until ceramic manufacturing and test coverage are Ready.
route_batch_04,ebf3_linear_encoder_scale_strip_set,earth_import,import_nominal,precision_glass_scale,glass_melting_and_forming_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: precision_glass_scale is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close scale pitch accuracy; thermal expansion calibration; optical surface quality; read-head compatibility.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_linear_guide_rail_body_set,defer_import_fallback,import_until_gap_resolved,hardened_steel_rail,steel_shaft_machining_v1,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"Precision linear guide rails are foundational motion hardware; steel stock and CNC shaft machining do not close raceway hardness, straightness, preload, finish, or vacuum lubrication.","Change from defer_import_fallback to route_gap; import until precision rail grinding, heat treatment, and inspection routes exist."
route_batch_04,ebf3_disconnect_switch_actuator,earth_import,import_nominal,silicone_rubber_or_engineering_polymer,silicone_rubber_vulcanization_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: silicone_rubber_or_engineering_polymer is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close electrical isolation; arc tracking resistance; mechanical life; operator force; outgassing if inside vacuum.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_matching_network_inductor_terminal_set,lunar_candidate_flagged,sensitivity_flag,aluminum_terminal,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: aluminum_terminal is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for RF or high-current contact resistance; thermal rise; clearance; magnetic field heating.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_motor_coupling_hub_set,lunar_candidate_flagged,sensitivity_flag,steel_hub,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: steel_hub is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for concentricity; torque capacity; clamp screw fit; balance; vacuum compatible interface.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_moveable_build_platform_clamp_slot_set,lunar_candidate_flagged,sensitivity_flag,steel_plate_or_sheet,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: steel_plate_or_sheet is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for slot position tolerance; clamp repeatability; stiffness; thermal distortion near build area.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_multi_channel_heat_sink,lunar_candidate_flagged,sensitivity_flag,aluminum_heat_sink,heat_sink_extrusion_v0,keep,lunar_candidate_flagged,sensitivity_flag,minor,wrong_process,"Flagged decision is reasonable, but the cited extrusion process is stronger than the Ready machine evidence; electronics thermal performance still needs sensitivity treatment.",Keep lunar_candidate_flagged; clarify machined aluminum local basis or add a real Ready extrusion route.
route_batch_04,ebf3_positioning_bellows_end_retainer_set,lunar_candidate_flagged,sensitivity_flag,steel_retainer,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: steel_retainer is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for retainer fit; abrasion avoidance; fastener retention.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_positioning_feedthrough_insulator_body,defer_import_fallback,import_until_gap_resolved,alumina_ceramic_v0,electrical_feedthrough_vacuum_fabrication_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"A vacuum electrical feedthrough insulator combines ceramic manufacturing, metallized/sealed interfaces, pin alignment, dielectric withstand, and leak-rate qualification; this is a major local route gap.",Reclassify as route_gap with import_until_gap_resolved until qualified feedthrough fabrication and ceramic routes are modeled.
route_batch_04,ebf3_power_electronics_cold_plate_port_interface_set,lunar_candidate_flagged,sensitivity_flag,aluminum_cold_plate_port,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: aluminum_cold_plate_port is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for thermal contact resistance; leak tight coolant or conduction interface; flatness; vacuum conduction assumption validity.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_power_electronics_cooling_plate_set,lunar_candidate_flagged,sensitivity_flag,aluminum_plate,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: aluminum_plate is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for thermal spreading resistance; flatness; mounting pattern; electrical isolation if needed.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_power_input_gland_seal,earth_import,import_nominal,silicone_rubber,silicone_rubber_vulcanization_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: silicone_rubber is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close vacuum leak rate; cable compression sealing; outgassing; thermal cycling.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_primary_transformer_insulation_set,earth_import,import_nominal,high_voltage_insulation_material,coil_insulation_production_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: high_voltage_insulation_material is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close dielectric strength; thermal class; partial discharge margin; creepage; lifetime under switching stress.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_ripple_inductor_insulation_set,earth_import,import_nominal,coil_insulation_material,coil_insulation_production_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: coil_insulation_material is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close dielectric class; thermal rise; vibration endurance; outgassing; winding abrasion resistance.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_rotary_axis_bearing_outer_ring,defer_import_fallback,import_until_gap_resolved,hardened_bearing_steel,bearing_set_heavy_production_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"Bearing outer rings require bearing-grade hardening, roundness, race finish, runout control, and lubrication compatibility; local steel material is not enough and bearing production machines are non-Ready.","Use route_gap rather than defer_import_fallback; import until bearing ring production, grinding, heat treatment, and QA are closed."
route_batch_04,ebf3_rotary_axis_table_mounting_pattern,lunar_candidate_flagged,sensitivity_flag,steel_plate_or_sheet,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: steel_plate_or_sheet is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for bolt pattern accuracy; rotary axis concentricity; clamp repeatability; stiffness.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_hv_transformer_interwinding_insulation_set,earth_import,import_nominal,high_voltage_insulation_material,coil_insulation_production_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: high_voltage_insulation_material is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close dielectric withstand; partial discharge; thermal class; oil compatibility; layer thickness control.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_hv_transformer_secondary_winding_set,earth_import,import_nominal,copper_magnet_wire,copper_wire_drawing_and_insulation_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: copper_magnet_wire is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close current density; insulation build; HV layer spacing; thermal rise; winding geometry.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_spatter_shield_retainer_set,lunar_candidate,local_nominal,steel_stock,machining_basic_v0,keep,lunar_candidate,local_nominal,ok,ok,"Clean local treatment is semantically acceptable: ebf3_spatter_shield_retainer_set is ordinary low-risk local metal/assembly hardware, uses Ready blank-tag machines, and the listed requirements are within basic machining/assembly tolerance rather than hidden HV, vacuum seal, electronics, magnetic, or precision-bearing closure.",No route decision edit recommended.
route_batch_04,ebf3_tank_side_bushing_central_conductor,lunar_candidate_flagged,sensitivity_flag,aluminum_conductor,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: aluminum_conductor is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for HV field grading radius; contact resistance; bushing seal interface; vacuum or oil cleanliness.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_thermal_imager_housing,lunar_candidate_flagged,sensitivity_flag,aluminum_housing,aluminum_housing_machining_v1,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: aluminum_housing is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for camera thermal path; vacuum compatibility; optical alignment mounting; electronics shielding.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_transformer_insulation_barrier_set,earth_import,import_nominal,high_voltage_insulation_material,coil_insulation_production_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate: high_voltage_insulation_material is scarce, polymer/electronics/precision metrology, refractory, copper, or qualification-heavy, and lunar material availability does not close dielectric withstand; creepage spacing; thermal class; oil or vacuum compatibility; dimensional stability.",Keep import_nominal for the first simulation baseline.
route_batch_04,ebf3_positioning_motor_power_conductor_set,defer_import_fallback,import_until_gap_resolved,aluminum_wire_with_vacuum_insulation,metal_wire_drawing_process_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"Vacuum-compatible moving motor cabling is a repeated machine capability gap: wire drawing, cable termination, insulation, flex life, strain relief, and outgassing are not Ready.",Reclassify as route_gap; keep import_until_gap_resolved until local aluminum cable fabrication and vacuum cable qualification exist.
route_batch_04,ebf3_visible_camera_housing,lunar_candidate_flagged,sensitivity_flag,aluminum_housing,aluminum_housing_machining_v1,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: aluminum_housing is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for optical axis mounting; thermal stability; vacuum compatibility; electronics shielding.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_wire_feed_encoder_target,lunar_candidate_flagged,sensitivity_flag,steel_encoder_target,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: steel_encoder_target is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for encoder target runout; index geometry; stable mounting; sensor material compatibility.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_wire_feed_motor_mount_clamp_half_set,lunar_candidate_flagged,sensitivity_flag,steel_clamp_halves,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: steel_clamp_halves is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for motor alignment; clamp preload; vibration retention; electrical isolation if required.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_drive_roll_carrier_spacer,lunar_candidate,local_nominal,steel_spacer,machining_basic_v0,keep,lunar_candidate,local_nominal,ok,ok,"Clean local treatment is semantically acceptable: ebf3_drive_roll_carrier_spacer is ordinary low-risk local metal/assembly hardware, uses Ready blank-tag machines, and the listed requirements are within basic machining/assembly tolerance rather than hidden HV, vacuum seal, electronics, magnetic, or precision-bearing closure.",No route decision edit recommended.
route_batch_04,ebf3_spool_retaining_ring,lunar_candidate_flagged,sensitivity_flag,steel_retaining_ring,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: steel_retaining_ring is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for retention load; spring or snap fit if applicable.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
route_batch_04,ebf3_wire_inlet_guide,lunar_candidate_flagged,sensitivity_flag,steel_wire_guide,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity treatment is appropriate: steel_wire_guide is lunar-plausible, Ready blank-tag machines support basic fabrication, and the row explicitly carries performance risk for wire path smoothness; wear; burr-free surface; alignment to feed rolls.",Keep as sensitivity_flag; do not promote to clean local unless the named performance checks are closed.
