batch_id,item_id,parent_ids,source_queue_type,mass_nominal_kg,route_material_basis,availability_class,route_decision,primary_process_id,secondary_process_ids,ready_machine_ids,blocked_machine_or_process_reason,critical_performance_requirements,simulation_import_mass_policy,confidence,flags,reasoning_brief
route_batch_03,ebf3_ebf_wire_guide_tip_mounting_feature,ebf3_ebf_wire_guide_tip,existing_route_as_leaf,0.03,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Mounting feature must hold wire guide tip position, resist feed loads, and keep wire path alignment near the beam.",sensitivity_flag,medium,wire_path_alignment;motion_interface,"Small steel feature is locally machinable, but wire path alignment makes it a flagged rather than clean structural route."
route_batch_03,ebf3_emi_filter_choke_core_set,ebf3_emi_filter_choke_set,implemented_split_child,0.25,iron_oxide_ferrite_or_electrical_steel_proxy,local_derived,route_gap,ferrite_sintering_process_v0,ferrite_powder_synthesis_v0;electrical_steel_production_v0,labor_bot_general_v0;rolling_mill_v0;induction_forge_v0,Ferrite shaping/sintering requires sintering_furnace_v0 and pressing_mold_set which are not Ready; transformer-style laminations need unproven cutting/coating/anneal route for core performance.,"EMI choke core must meet permeability, saturation flux, core loss at switching frequency, temperature rise, and insulation compatibility.",import_until_gap_resolved,low,magnetic_core;emi;blocked_sintering,"Iron-based magnetic materials are plausible, but the KB does not yet prove a Ready high-frequency choke core route."
route_batch_03,ebf3_feed_liner_end_ferrule_set,ebf3_feed_liner,existing_route_as_leaf,0.08,steel,local_derived,lunar_candidate,machining_basic_v0,inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Ferrules must retain liner ends, avoid burrs, and preserve feed path fit under thermal cycling.",local_nominal,medium,feed_path,Small steel ferrules are a reasonable local machining candidate with ordinary fit requirements.
route_batch_03,ebf3_gun_control_electrode_insulator,ebf3_fixed_electron_beam_gun,existing_route_as_leaf,0.12,molybdenum_or_tungsten_refractory_part,scarce_trace,earth_import,,,,Queue material fields conflict with item name: insulator but hint is molybdenum/tungsten electrode material; refractory metal closure is trace/localized and no Ready electron-gun grade route exists.,"Gun control electrode/insulator must meet HV standoff, field grading geometry, thermal stability, vacuum cleanliness, and electron-beam alignment.",import_nominal,low,source_conflict;hv;refractory_metal;electron_gun,Treat as import until the design resolves whether this is a ceramic insulator or refractory electrode; either way the performance gate is too high for a nominal local route.
route_batch_03,ebf3_floating_side_screw_bearing_block_body_set,ebf3_floating_side_screw_bearing_blocks,existing_route_as_leaf,0.55,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,inspection_basic_v0;precision_grinding_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,Precision grinding fallback uses surface_grinder and grinding_wheels which are not Ready if bearing-seat runout exceeds CNC capability.,"Bearing block body must meet bearing bore tolerance, coaxiality, load stiffness, vacuum lubrication compatibility, and thermal stability.",sensitivity_flag,medium,precision_motion;bearing_seat,"The block body can start from Ready CNC machining, but the bearing-seat tolerance is a precision-motion risk."
route_batch_03,ebf3_full_bridge_heat_sink,ebf3_full_bridge_inverter,existing_route_as_leaf,1.5,aluminum,local_derived,lunar_candidate_flagged,aluminum_housing_machining_v1,inspection_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center,,"Heat sink must meet thermal resistance, mounting flatness, electrical isolation where needed, and allowable temperature rise for inverter semiconductors.",sensitivity_flag,medium,thermal;power_electronics,"Aluminum is lunar-derivable and Ready CNC machining can proxy a heat sink, but thermal margin must be carried as a simulation flag."
route_batch_03,ebf3_gun_cathode_locating_clamp,ebf3_gun_cathode_cartridge,existing_route_as_leaf,0.04,tungsten_or_tantalum_refractory_part,scarce_trace,earth_import,,,,"Tungsten, tantalum, and lanthanum hexaboride are scarce/advanced specialty materials; no Ready local cathode-grade route is present.","Cathode clamp must keep cathode geometry, survive high temperature, avoid contamination/outgassing, and maintain electron-beam alignment.",import_nominal,high,cathode;refractory_metal;electron_gun,Low mass but mission-critical cathode-region refractory hardware should be counted as Earth import in the first simulation.
route_batch_03,ebf3_gun_column_body_shell,ebf3_gun_column,existing_route_as_leaf,2.2,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,assembly_basic_v0;leak_test_v0,multi_axis_cnc_machining_center;labor_bot_general_v0;assembly_tools_basic,,"Gun column shell must meet vacuum cleanliness, dimensional alignment, thermal stability, grounding, and beam-column geometry.",sensitivity_flag,medium,vacuum_structural;electron_gun_alignment,"Steel shell fabrication is plausible locally, but electron-gun geometry and vacuum cleanliness keep it flagged."
route_batch_03,ebf3_gun_dynamic_lens_coil_assembly,ebf3_gun_dynamic_magnetic_lens,existing_route_as_leaf,0.5,aluminum_or_copper_winding_with_soft_iron_core,import_or_recycle,defer_import_fallback,coil_winding_basic_v0,electrical_steel_production_v0;coil_insulation_production_v0,labor_bot_general_v0;induction_forge_v0;rolling_mill_v0;chemical_reactor_basic,coil_winding_basic_v0 requires coil_winding_machine which audit marks machine_audit_duplicate_candidate; conductor insulation and magnetic field calibration are not proven.,"Dynamic lens coil must meet ampere-turns, magnetic field uniformity, insulation class, vacuum outgassing, thermal rise, and beam focus stability.",import_until_gap_resolved,low,coil;magnetic_lens;electron_beam;blocked_winding,"The assembly mixes conductor, insulation, and magnetic performance; first simulation should import until a Ready coil route exists."
route_batch_03,ebf3_gun_feeder_wire_path_alignment_sleeve,ebf3_gun_feeder_adapter,existing_route_as_leaf,0.12,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Sleeve must maintain wire path concentricity, low burr/contact wear, thermal stability, and beam-adjacent alignment.",sensitivity_flag,medium,wire_path_alignment;electron_beam,"A steel sleeve is locally machinable, but alignment in the gun feeder makes it performance-flagged."
route_batch_03,ebf3_gun_hv_insulator_field_grading_electrode_set,ebf3_gun_hv_insulator,existing_route_as_leaf,0.1,molybdenum_or_tungsten_refractory_electrode,scarce_trace,earth_import,,,,Refractory metal electrode route is not closed and material is trace/localized; HV field grading geometry is critical.,"Field grading electrode must meet smooth HV geometry, no sharp edges, vacuum cleanliness, thermal stability, and beam-adjacent alignment.",import_nominal,high,hv;refractory_metal;field_grading;electron_gun,This should be imported for first-pass simulation because material and geometry performance dominate its small mass.
route_batch_03,ebf3_gun_main_lens_pole_pieces,ebf3_gun_main_magnetic_lens,existing_route_as_leaf,0.7,soft_iron_or_electrical_steel,local_derived,lunar_candidate_flagged,machining_basic_v0,electrical_steel_production_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0;induction_forge_v0;rolling_mill_v0,,"Pole pieces must meet magnetic permeability, saturation margin, pole geometry, surface finish, alignment, and thermal stability.",sensitivity_flag,medium,magnetic_pole;electron_beam_alignment,"Soft iron/electrical steel is lunar-plausible and Ready-process supported upstream, but pole-piece magnetic and geometric quality require flags."
route_batch_03,ebf3_gun_signal_shield_termination_interface,ebf3_gun_signal_wiring,existing_route_as_leaf,0.05,aluminum_or_steel_shield_interface,local_derived,lunar_candidate_flagged,sheet_making_from_ingot_to_metal_sheet_v0,machining_basic_v0;assembly_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,,"Shield termination must meet electrical continuity, EMI shielding, grounding, vacuum cleanliness, and thermal stability near gun wiring.",sensitivity_flag,medium,emi_shield;electron_gun_interface,"Local metal sheet/machining can proxy this termination, but shielding continuity and gun-side environment need simulation marking."
route_batch_03,ebf3_gun_deflection_x_coil_pair,ebf3_gun_two_axis_deflection_coils,existing_route_as_leaf,0.3,aluminum_or_copper_winding_with_insulation,import_or_recycle,defer_import_fallback,coil_winding_basic_v0,coil_insulation_production_v0;electrical_wire_and_connectors_production_v0,labor_bot_general_v0;chemical_reactor_basic,coil_winding_basic_v0 requires coil_winding_machine which is not Ready; conductor and vacuum-compatible insulation closure is incomplete.,"Deflection coil must meet ampere-turns, symmetry, bandwidth, insulation, vacuum outgassing, heat rejection, and beam steering calibration.",import_until_gap_resolved,low,deflection_coil;electron_beam;blocked_winding,Deflection coils are high-performance electromagnetic items; import them until winding and test capability are Ready.
route_batch_03,ebf3_hv_cable_central_conductor,ebf3_hv_cable_to_gun,existing_route_as_leaf,0.22,aluminum_conductor,local_derived,route_gap,wire_drawing_aluminum_v0,electrical_wire_and_connectors_production_v0,labor_bot_general_v0,wire_drawing_aluminum_v0 requires wire_drawing_die_set which audit marks machine_audit_no_capabilities; electrical_wire_and_connectors route is copper-based and not an aluminum HV conductor proof.,"HV cable conductor must meet current capacity, voltage stress geometry, corona avoidance, bend radius, termination quality, and thermal rise.",import_until_gap_resolved,medium,hv_conductor;wire_drawing_blocked,"Aluminum is a good lunar conductor candidate, but the Ready machine audit blocks the wire-drawing route."
route_batch_03,ebf3_hv_bleeder_chain_insulating_support,ebf3_hv_discharge_bleeder_resistor_chain,existing_route_as_leaf,0.16,alumina_ceramic_or_fused_silica,local_derived,defer_import_fallback,ceramic_sintering_process_v0,aluminosilicate_glass_production_v0,labor_bot_general_v0,ceramic_sintering_process_v0 needs kiln_ceramic; aluminosilicate_glass_production_v0 needs glass_furnace_v0 and glassworking_station; none are Ready.,"Bleeder support must meet HV creepage/clearance, dielectric strength, tracking resistance, thermal stability, and low outgassing.",import_until_gap_resolved,medium,hv_insulator;ceramic_glass_blocked,"Lunar ceramic/glass material is plausible, but HV dielectric support should be imported until fired/glass processing is Ready."
route_batch_03,ebf3_hv_tank_lid_seal,ebf3_hv_tank_enclosure,existing_route_as_leaf,0.5,metal_gasket_or_imported_vacuum_elastomer,import_or_recycle,defer_import_fallback,vacuum_seal_assembly_fabrication_v0,leak_test_v0,labor_bot_general_v0;assembly_tools_basic,Upstream sealing_gaskets material is not closed and high-voltage oil/vacuum leak verification is not represented by Ready equipment beyond generic leak_test_v0.,"HV tank lid seal must meet oil compatibility, dielectric cleanliness, leak rate, compression lifetime, outgassing, and service-cycle durability.",import_until_gap_resolved,medium,hv;vacuum_seal;polymer_or_gasket_gap,"Assembly can be modeled, but actual seal material and verification are too weak for a local first-pass route."
route_batch_03,ebf3_hv_tank_bonding_anchor,ebf3_hv_tank_grounding_terminal,existing_route_as_leaf,0.08,steel_or_aluminum_grounding_anchor,local_derived,lunar_candidate_flagged,machining_basic_v0,fastener_kit_small_fabrication_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0;assembly_tools_basic,,"Bonding anchor must meet low impedance ground path, mechanical pullout strength, corrosion/vacuum compatibility, and stable contact pressure.",sensitivity_flag,medium,hv_grounding;vacuum_exposed,"The anchor is simple metal hardware and locally machinable, but grounding quality matters for HV simulation."
route_batch_03,ebf3_input_rectifier_busbar_set,ebf3_input_rectifier,existing_route_as_leaf,0.7,aluminum_busbar,local_derived,lunar_candidate_flagged,machining_basic_v0,sheet_making_from_ingot_to_metal_sheet_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Rectifier busbar must meet current density, temperature rise, creepage/clearance, contact resistance, short-circuit force, and mounting insulation.",sensitivity_flag,medium,power_electronics;busbar,"Aluminum busbar fabrication can be proxied locally, but electrical and thermal ratings must be flagged."
route_batch_03,ebf3_hv_lead_conductor_set,ebf3_internal_hv_leads_terminals,existing_route_as_leaf,0.6,aluminum_conductor,local_derived,route_gap,wire_drawing_aluminum_v0,electrical_wire_and_connectors_production_v0,labor_bot_general_v0,wire_drawing_aluminum_v0 requires wire_drawing_die_set with machine_audit_no_capabilities; HV lead insulation/termination is not proven.,"HV lead must meet voltage standoff geometry, conductor ampacity, bend radius, termination smoothness, and insulation coordination.",import_until_gap_resolved,medium,hv_conductor;wire_drawing_blocked,"Material choice can be lunar aluminum, but the process route for conductor form and HV qualification is not Ready."
route_batch_03,ebf3_linear_encoder_mounting_bracket_set,ebf3_linear_encoder_scales,existing_route_as_leaf,0.3,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Encoder bracket must maintain scale alignment, straightness, vibration stability, thermal expansion control, and serviceable adjustment.",sensitivity_flag,medium,precision_motion;encoder_alignment,"The bracket is local-machinable steel, but encoder accuracy makes it a flagged precision-motion item."
route_batch_03,ebf3_linear_guide_carriage_rolling_element_set,ebf3_linear_guide_carriages,existing_route_as_leaf,0.55,bearing_steel,local_derived,route_gap,precision_grinding_basic_v0,heat_treat_basic_v0;assembly_process_bearing_v0,labor_bot_general_v0;assembly_tools_basic,precision_grinding_basic_v0 requires surface_grinder and grinding_wheels; heat_treat_basic_v0 requires heat_treatment_furnace_v0; bearing route also includes grease/seal materials.,"Rolling elements must meet hardness, roundness, surface finish, fatigue life, preload, lubrication, and vacuum compatibility.",import_until_gap_resolved,high,precision_bearing;heat_treat_blocked;grinding_blocked,This is a classic precision bearing gap: steel is plausible but Ready machines do not support bearing-grade rolling elements.
route_batch_03,ebf3_lv_distribution_busbar_set,ebf3_low_voltage_distribution_panel,existing_route_as_leaf,1.1,aluminum_busbar,local_derived,lunar_candidate_flagged,machining_basic_v0,sheet_making_from_ingot_to_metal_sheet_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"LV busbar must meet current capacity, contact resistance, temperature rise, short-circuit force, and creepage/clearance.",sensitivity_flag,medium,busbar;electrical_rating,"Aluminum busbars are plausible local candidates, with electrical rating carried as a simulation sensitivity."
route_batch_03,ebf3_matching_network_inductor_mounting_base_set,ebf3_matching_network_inductor_set,implemented_split_child,0.14,steel_or_aluminum,local_derived,lunar_candidate_flagged,machining_basic_v0,assembly_basic_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0;assembly_tools_basic,,"Inductor base must provide mechanical restraint, insulation spacing, thermal path, magnetic clearance, and low-vibration mounting.",sensitivity_flag,medium,inductor_mount;thermal;magnetic_clearance,"The base is local metalwork, but it lives inside a tuned electrical/magnetic assembly and should be flagged."
route_batch_03,ebf3_motor_coupling_clamp_screw_set,ebf3_motor_couplings,existing_route_as_leaf,0.08,steel_fastener_set,local_derived,lunar_candidate_flagged,fastener_kit_small_fabrication_v0,machining_basic_v0;inspection_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,,"Clamp screws must maintain coupling preload, resist loosening, preserve shaft alignment, and avoid galling in vacuum.",sensitivity_flag,medium,motion_coupling;fastener_preload,"Ready fastener/CNC route is adequate as a candidate, but motion coupling preload and alignment require flags."
route_batch_03,ebf3_motor_mount_bracket_spacer_set,ebf3_motor_mount_brackets,existing_route_as_leaf,0.2,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Spacers must preserve motor alignment, stack height tolerance, vibration stiffness, and electrical/thermal isolation if required.",sensitivity_flag,medium,motor_alignment;motion_interface,"Local steel CNC spacer route is plausible, with alignment tolerance flagged."
route_batch_03,ebf3_multi_channel_driver_enclosure,ebf3_multi_channel_driver_module,existing_route_as_leaf,0.6,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,assembly_basic_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0;assembly_tools_basic,,"Driver enclosure must provide grounding, EMI shielding, thermal clearance, creepage/clearance, and mounting stability for electronics.",sensitivity_flag,medium,electronics_enclosure;emi;thermal,"The enclosure body can be local, but electronics EMI/thermal requirements mean it should be flagged."
route_batch_03,ebf3_positioning_base_frame_rail_set,ebf3_positioning_base_frame,existing_route_as_leaf,4,steel_structural_stock,local_derived,lunar_candidate_flagged,frame_fabrication_from_raw_metal_v0,machining_basic_v0;inspection_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center,,"Base rails must meet straightness, parallelism, stiffness, mounting-hole tolerance, and thermal stability for positioning axes.",sensitivity_flag,medium,precision_motion;rail_alignment,"Basic steel fabrication is plausible but rail geometry affects motion accuracy, so this is a flagged local candidate."
route_batch_03,ebf3_positioning_feedthrough_flange,ebf3_positioning_electrical_feedthrough,existing_route_as_leaf,0.2,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,electrical_feedthrough_vacuum_fabrication_v0;leak_test_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Feedthrough flange must meet sealing face flatness, bolt pattern tolerance, HV creepage/clearance, vacuum leak rate, and grounding continuity.",sensitivity_flag,medium,feedthrough;vacuum_seal_interface;hv,"The metal flange is locally machinable, but feedthrough sealing and voltage rating make it a flagged route."
route_batch_03,ebf3_positioning_feedthrough_signal_pin_set,ebf3_positioning_electrical_feedthrough,existing_route_as_leaf,0.08,kovar_or_copper_alloy_pin_set,import_or_recycle,defer_import_fallback,electrical_feedthrough_vacuum_fabrication_v0,glass_to_metal_seal_kovar_fabrication_v0;leak_test_v0,labor_bot_general_v0,"Feedthrough fabrication uses Ready labor but depends on magnet_wire_copper, ceramic/quartz, and possibly Kovar/glass-to-metal seals; Kovar process and leak-qualified seal route are not Ready for this pin set.","Signal pins must meet vacuum hermeticity, dielectric standoff, contact resistance, pin alignment, thermal expansion match, and low leakage current.",import_until_gap_resolved,low,feedthrough_pin;vacuum;hv;special_alloy,Small feedthrough pins are likely import-first because hermetic metal/ceramic interface quality dominates material mass.
route_batch_03,ebf3_power_input_gland_body,ebf3_power_input_cable_gland,existing_route_as_leaf,0.5,steel,local_derived,lunar_candidate,machining_basic_v0,inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Gland body must provide cable retention, thread/fit quality, grounding path if used, and compatibility with the separate gland seal.",local_nominal,medium,cable_gland_body,The metal gland body is a straightforward local CNC part; the separate seal remains the critical import/gap item.
route_batch_03,ebf3_primary_transformer_core,ebf3_primary_isolation_transformer,existing_route_as_leaf,1.5,electrical_steel_sheet,local_derived,route_gap,electrical_steel_production_v0,sheet_metal_cutting_v0;coating_insulation_v0;annealing_basic_v0,labor_bot_general_v0;induction_forge_v0;rolling_mill_v0,"Electrical steel production itself uses Ready machines, but core recipe needs lamination cutting, insulation coating, stacking, and anneal routes whose process equipment is not all Ready/proven for transformer loss.","Transformer core must meet magnetic permeability, saturation flux, lamination thickness, core loss, insulation between laminations, temperature rise, and acoustic/vibration constraints.",import_until_gap_resolved,medium,transformer_core;magnetic;lamination_gap,"This is worth local development, but current KB does not prove a Ready transformer-core fabrication route."
route_batch_03,ebf3_ripple_inductor_core,ebf3_ripple_damping_inductor,existing_route_as_leaf,0.35,electrical_steel_or_ferrite_core,local_derived,route_gap,electrical_steel_production_v0,ferrite_sintering_process_v0;coil_winding_basic_v0;transformer_winding_v0,labor_bot_general_v0;induction_forge_v0;rolling_mill_v0,Ferrite route requires non-Ready sintering/pressing; wound inductor route requires coil_winding_machine; magnetic loss design is not proven.,"Ripple inductor core must meet permeability, saturation current, frequency loss, gap stability, temperature rise, and insulation compatibility.",import_until_gap_resolved,medium,inductor_core;magnetic;blocked_winding_or_sintering,"Material is plausible, but a qualified inductor core needs magnetic design and non-Ready processes."
route_batch_03,ebf3_rotary_axis_bearing_inner_ring,ebf3_rotary_axis_bearing,existing_route_as_leaf,1.1,bearing_steel,local_derived,route_gap,precision_grinding_basic_v0,heat_treat_basic_v0;machining_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center,precision_grinding_basic_v0 requires surface_grinder/grinding_wheels and heat_treat_basic_v0 requires heat_treatment_furnace_v0; bearing-grade ring route is not Ready.,"Bearing inner ring must meet raceway hardness, roundness, surface finish, fatigue life, preload geometry, lubrication, and vacuum compatibility.",import_until_gap_resolved,high,precision_bearing;grinding_blocked;heat_treat_blocked,The steel mass is not the issue; bearing-grade geometry and heat treatment are not locally Ready.
route_batch_03,ebf3_rotary_axis_table_hub,ebf3_rotary_axis_table,existing_route_as_leaf,1.4,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,inspection_basic_v0;precision_grinding_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,Precision grinding fallback uses non-Ready surface_grinder/grinding_wheels if rotary runout exceeds CNC-only capability.,"Rotary hub must meet runout, flatness, bearing-seat tolerance, torque transfer, stiffness, and thermal stability.",sensitivity_flag,medium,precision_motion;rotary_runout,"Ready CNC can proxy the hub, but rotary accuracy remains a simulation sensitivity."
route_batch_03,ebf3_hv_transformer_internal_hv_lead_set,ebf3_sectioned_hv_step_up_transformer,implemented_split_child,0.6,aluminum_or_copper_hv_lead,local_derived,defer_import_fallback,wire_drawing_aluminum_v0,electrical_wire_and_connectors_production_v0;insulated_wire_formation_v0,labor_bot_general_v0,Aluminum wire drawing requires non-Ready wire_drawing_die_set; copper routes depend on scarce/import copper and HV insulation qualification.,"Internal HV lead must meet voltage standoff, corona-free routing, thermal rise, insulation compatibility with transformer oil/potting, and termination smoothness.",import_until_gap_resolved,medium,hv_lead;wire_drawing_blocked;insulation_gap,"Potentially lunar with aluminum, but first simulation should import until conductor forming and insulation are resolved."
