priority,queue_reason,item_id,policy,route_decision,mass_nominal_kg,material,availability_class,confidence,active_recipe_id,recipe_exists,current_process_ids,process_paths,current_machine_ids,decision_machine_ids,machine_selection_statuses,machine_risk_flags,machine_evidence_sources,reasoning_brief,item_path,worker_task,worker_decision,worker_notes
95,performance_or_qa_route_gap,ebf3_gun_beam_boundary_pickup_insulator,import_until_gap_resolved,route_gap,0.06,ceramic,local_derived,medium,,False,ceramic_forming_basic_v0;ceramic_sintering_process_v0,kb/processes/ceramic_forming_basic_v0.yaml;kb/processes/ceramic_sintering_process_v0.yaml,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,"Active beam-boundary insulator material may be lunar-derived, but HV/vacuum dielectric and charging performance make this a route gap",kb/items/parts/ebf3_gun_beam_boundary_pickup_insulator.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Material route is lunar-plausible, but this part is an HV/electron-gun/feedthrough dielectric boundary requiring creepage, leakage, partial-discharge or hermetic QA; labor-bot capability is irrelevant."
95,performance_or_qa_route_gap,ebf3_gun_cathode_ceramic_standoff_set,import_until_gap_resolved,route_gap,0.05,ceramic,local_derived,medium,,False,ceramic_forming_basic_v0;ceramic_sintering_process_v0,kb/processes/ceramic_forming_basic_v0.yaml;kb/processes/ceramic_sintering_process_v0.yaml,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed;labor_bot_general_v0:usable_unreviewed,,pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use;labor_bot_general_v0:process_resource_use,Cathode-region ceramic standoffs are a route gap until active-region dielectric/thermal qualification is modeled,kb/items/parts/ebf3_gun_cathode_ceramic_standoff_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Material route is lunar-plausible, but this part is an HV/electron-gun/feedthrough dielectric boundary requiring creepage, leakage, partial-discharge or hermetic QA; labor-bot capability is irrelevant."
95,performance_or_qa_route_gap,ebf3_gun_hv_insulator_ceramic_body,import_until_gap_resolved,route_gap,0.45,ceramic,local_derived,medium,,False,ceramic_forming_basic_v0;ceramic_sintering_process_v0,kb/processes/ceramic_forming_basic_v0.yaml;kb/processes/ceramic_sintering_process_v0.yaml,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed;labor_bot_general_v0:usable_unreviewed,,pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use;labor_bot_general_v0:process_resource_use,Gun HV insulator ceramic body is route_gap despite local alumina feedstock,kb/items/parts/ebf3_gun_hv_insulator_ceramic_body.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Material route is lunar-plausible, but this part is an HV/electron-gun/feedthrough dielectric boundary requiring creepage, leakage, partial-discharge or hermetic QA; labor-bot capability is irrelevant."
95,performance_or_qa_route_gap,ebf3_gun_hv_insulator_mounting_collar_set,import_until_gap_resolved,route_gap,0.12,alumina_ceramic,local_derived,medium,,False,ceramic_forming_basic_v0;ceramic_sintering_process_v0,kb/processes/ceramic_forming_basic_v0.yaml;kb/processes/ceramic_sintering_process_v0.yaml,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,"Gun HV insulator collar remains a route gap until ceramic dielectric, alignment, and cleaning/qualification routes are explicit",kb/items/parts/ebf3_gun_hv_insulator_mounting_collar_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Material route is lunar-plausible, but this part is an HV/electron-gun/feedthrough dielectric boundary requiring creepage, leakage, partial-discharge or hermetic QA; labor-bot capability is irrelevant."
95,labor_only_route_check,ebf3_hv_drain_valve,import_until_gap_resolved,route_gap,0.2,steel,local_derived,medium,,False,pressure_control_valve_assembly_v0,kb/processes/pressure_control_valve_assembly_v0.yaml,labor_bot_general_v0,labor_bot_general_v0,labor_bot_general_v0:usable_unreviewed,,labor_bot_general_v0:process_resource_use,Use import fallback because a drain valve includes sealing details beyond a simple machined body,kb/items/parts/ebf3_hv_drain_valve.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"A drain valve includes sealing surfaces, stem/seat geometry, gasket material, oil compatibility, pressure/leak test, and cleanliness; generic labor assembly is not enough."
95,performance_or_qa_route_gap,ebf3_hv_transformer_section_support_structure,import_until_gap_resolved,route_gap,1.0,alumina_ceramic,local_derived,medium,,False,ceramic_forming_basic_v0;ceramic_sintering_process_v0,kb/processes/ceramic_forming_basic_v0.yaml;kb/processes/ceramic_sintering_process_v0.yaml,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,"The section support is a qualified HV dielectric structure, not ordinary ceramic support; import until the route is explicit",kb/items/parts/ebf3_hv_transformer_section_support_structure.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Material route is lunar-plausible, but this part is an HV/electron-gun/feedthrough dielectric boundary requiring creepage, leakage, partial-discharge or hermetic QA; labor-bot capability is irrelevant."
95,performance_or_qa_route_gap,ebf3_matching_network_inductor_bobbin_or_insulation_set,import_until_gap_resolved,route_gap,0.18,alumina_ceramic,local_derived,medium,,False,ceramic_forming_basic_v0;ceramic_sintering_process_v0,kb/processes/ceramic_forming_basic_v0.yaml;kb/processes/ceramic_sintering_process_v0.yaml,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,labor_bot_general_v0;pressing_mold_set;hydraulic_press;kiln_ceramic,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,"Matching-network bobbin/insulation is route_gap: ceramic support may be local, but qualified RF/HV insulation is not closed",kb/items/parts/ebf3_matching_network_inductor_bobbin_or_insulation_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Material route is lunar-plausible, but this part is an HV/electron-gun/feedthrough dielectric boundary requiring creepage, leakage, partial-discharge or hermetic QA; labor-bot capability is irrelevant."
95,labor_only_route_check,ebf3_matching_network_inductor_core_set,import_until_gap_resolved,route_gap,0.45,ferrite,local_derived,low,,False,ferrite_powder_synthesis_v0,kb/processes/ferrite_powder_synthesis_v0.yaml,labor_bot_general_v0,labor_bot_general_v0,labor_bot_general_v0:usable_unreviewed,,labor_bot_general_v0:process_resource_use,Magnetic core manufacture is worth future local work but the current KB lacks a full Ready core route,kb/items/parts/ebf3_matching_network_inductor_core_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"The issue is controlled magnetic properties, losses, lamination/air-gap geometry, insulation, and acceptance testing; existing material production is not enough and labor_bot is not core evidence."
95,labor_only_route_check,ebf3_positioning_feedthrough_insulator_body,import_until_gap_resolved,route_gap,0.4,ceramic,local_derived,medium,,False,electrical_feedthrough_vacuum_fabrication_v0,kb/processes/electrical_feedthrough_vacuum_fabrication_v0.yaml,labor_bot_general_v0,labor_bot_general_v0,labor_bot_general_v0:usable_unreviewed,,labor_bot_general_v0:process_resource_use,Positioning feedthrough insulator body is a route gap until qualified ceramic/metallized feedthrough route exists,kb/items/parts/ebf3_positioning_feedthrough_insulator_body.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Material route is lunar-plausible, but this part is an HV/electron-gun/feedthrough dielectric boundary requiring creepage, leakage, partial-discharge or hermetic QA; labor-bot capability is irrelevant."
95,labor_only_route_check,ebf3_positioning_feedthrough_motor_power_pin_set,import_until_gap_resolved,route_gap,0.18,kovar_or_copper_alloy,local_derived,low,,False,electrical_feedthrough_vacuum_fabrication_v0,kb/processes/electrical_feedthrough_vacuum_fabrication_v0.yaml,labor_bot_general_v0,labor_bot_general_v0,labor_bot_general_v0:usable_unreviewed,,labor_bot_general_v0:process_resource_use,"Positioning feedthrough motor-power pins are a route gap until conductor, ceramic/glass seal, current rating, and leak qualification are modeled",kb/items/parts/ebf3_positioning_feedthrough_motor_power_pin_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Material route is lunar-plausible, but this part is an HV/electron-gun/feedthrough dielectric boundary requiring creepage, leakage, partial-discharge or hermetic QA; labor-bot capability is irrelevant."
95,rerouted_existing_process_still_flagged,ebf3_power_electronics_heat_sink_set,sensitivity_flag,lunar_candidate_flagged,3.0,aluminum,local_derived,medium,recipe_ebf3_power_electronics_heat_sink_set,True,aluminum_housing_machining_v1,kb/processes/aluminum_housing_machining_v1.yaml,labor_bot_general_v0;multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,"Aluminum is plausible, but a qualified power-electronics heat-sink set needs explicit forming/machining geometry and thermal validation before local credit",kb/items/parts/ebf3_power_electronics_heat_sink_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",reroute_existing_process,Power-electronics heat sink should not remain imported solely because the current extrusion route is incomplete; existing CNC aluminum heat-sink route supports a flagged first-pass local route.
95,labor_only_route_check,ebf3_power_electronics_thermal_interface_set,import_until_gap_resolved,route_gap,0.8,thermal_interface_composite,import_or_recycle,low,,False,thermal_interface_material_synthesis_v0,kb/processes/thermal_interface_material_synthesis_v0.yaml,labor_bot_general_v0,labor_bot_general_v0,labor_bot_general_v0:usable_unreviewed,,labor_bot_general_v0:process_resource_use,Thermal interface materials are critical composites so first simulation should import until the recipe is proven,kb/items/parts/ebf3_power_electronics_thermal_interface_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Thermal interface composite depends on scarce polymer chemistry, filler control, pump-out/outgassing, dielectric isolation, and cycling QA; not a obsolete audit issue."
