batch_id,item_id,current_decision,current_policy,current_material,current_process,audit_verdict,proposed_decision,proposed_policy,severity,issue_type,reasoning,recommended_edit,integration_decision,integration_note
route_batch_01,ebf3_matching_network_inductor_bobbin_or_insulation_set,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic_v0,ceramic_base_fabrication_v0,change,route_gap,import_until_gap_resolved,material,overoptimistic_flagged,RF and HV coil insulation performance is not closed by generic ceramic fabrication and secondary coil insulation relies on polymer chemistry,Change to route_gap or split ceramic bobbin from imported qualified insulation,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_01,ebf3_matching_network_inductor_winding_set,earth_import,import_nominal,copper_wire_magnet,import_receiving_basic_v0,keep,earth_import,import_nominal,ok,ok,Copper RF winding and controlled coil geometry are correctly import-first,Keep earth_import,not_applicable,audit verdict keep
route_batch_01,ebf3_motor_mount_bracket_fastener_interface_set,lunar_candidate_flagged,sensitivity_flag,steel_stock,fastener_kit_small_fabrication_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Local fastener interface is plausible while motor alignment sensitivity is flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_moveable_build_platform_plate,lunar_candidate_flagged,sensitivity_flag,steel_plate_or_sheet,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Build plate fabrication is plausible but EBF thermal distortion and flatness are flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_positioning_axis_base_plate,lunar_candidate_flagged,sensitivity_flag,steel_plate_or_sheet,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Plate stock and CNC are plausible but flatness and datum quality are not clean local,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_positioning_base_frame_crossmember_set,lunar_candidate,local_nominal,steel_stock,metal_fabrication_basic_v0,keep,lunar_candidate,local_nominal,ok,ok,Crossmember is ordinary structural metalwork with no special seal or precision active function,Keep clean lunar_candidate,not_applicable,audit verdict keep
route_batch_01,ebf3_positioning_bellows_folded_cover,route_gap,import_until_gap_resolved,steel_plate_or_sheet,metal_spinning_process_v0,keep,route_gap,import_until_gap_resolved,ok,ok,Folded cover flex life and vacuum debris risks are not ordinary sheet metal closure,Keep route_gap,not_applicable,audit verdict keep
route_batch_01,ebf3_positioning_feedthrough_motor_power_pin_set,defer_import_fallback,import_until_gap_resolved,alumina_ceramic_v0,electrical_feedthrough_vacuum_fabrication_v0,change,route_gap,import_until_gap_resolved,material,wrong_material,Power pin set needs conductive pins plus hermetic ceramic or glass seal rather than alumina material alone,Change to route_gap with imported qualified pin set until hermetic power feedthrough route is real,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_01,ebf3_positioning_signal_cable_insulation_set,earth_import,import_nominal,silicone_rubber,import_receiving_basic_v0,keep,earth_import,import_nominal,ok,ok,Vacuum signal cable insulation is specialty polymer qualification,Keep earth_import,not_applicable,audit verdict keep
route_batch_01,ebf3_power_electronics_conductive_cooling_line_or_strap_set,lunar_candidate_flagged,sensitivity_flag,aluminum_alloy_ingot,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,CNC aluminum strap simplification is explicit and thermal conductance remains flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_power_electronics_heat_sink_set,lunar_candidate_flagged,sensitivity_flag,aluminum_alloy_ingot,heat_sink_extrusion_v0,change,route_gap,import_until_gap_resolved,material,wrong_process,Heat sink extrusion is modeled as labor-only and does not prove extrusion tooling fin geometry or electronics thermal qualification,Change to route_gap unless the row is rewritten as a CNC-machined heat spreader sensitivity case,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_01,ebf3_pressure_adjustment_knob_body,lunar_candidate,local_nominal,steel_stock,machining_basic_v0,keep,lunar_candidate,local_nominal,ok,ok,Steel substitution makes this a simple low-risk manual knob,Keep clean lunar_candidate,not_applicable,audit verdict keep
route_batch_01,ebf3_pressure_spring,route_gap,import_until_gap_resolved,steel_bar_stock,metal_forming_basic_v0,keep,route_gap,import_until_gap_resolved,ok,ok,Spring steel heat treatment fatigue route and Ready forming are missing,Keep route_gap,not_applicable,audit verdict keep
route_batch_01,ebf3_primary_transformer_mount,lunar_candidate_flagged,sensitivity_flag,steel_stock,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Mount metalwork is local-feasible while transformer clearance and insulation interface are flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_ripple_inductor_mount,lunar_candidate_flagged,sensitivity_flag,steel_stock,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Mount is simple but nearby magnetic and insulation concerns justify the flag,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_rotary_axis_bearing_retainer,lunar_candidate_flagged,sensitivity_flag,steel_stock,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Bearing retainer can be machined locally but preload runout and vacuum lubrication stay flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_rotary_axis_table_plate,lunar_candidate_flagged,sensitivity_flag,steel_plate_or_sheet,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Rotary table plate can be a local sensitivity case with flatness and balance flags,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_spool_brake_adjuster_knob,lunar_candidate,local_nominal,steel_stock,machining_basic_v0,keep,lunar_candidate,local_nominal,ok,ok,Small steel adjuster knob is ordinary local metalwork,Keep clean lunar_candidate,not_applicable,audit verdict keep
route_batch_01,ebf3_spool_support_shaft,lunar_candidate_flagged,sensitivity_flag,steel_bar_stock,steel_shaft_machining_v1,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Shaft is locally machinable but straightness bearing seat and runout are flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_tank_side_bushing_field_grading_shield,lunar_candidate_flagged,sensitivity_flag,aluminum_alloy_ingot,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Conductive shield shape is locally machinable and HV field grading performance is flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_thermal_isolation_standoff_body_set,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic_v0,ceramic_base_fabrication_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Alumina standoff is plausible locally and thermal isolation performance is flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_transformer_spacer_post_set,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic_v0,ceramic_base_fabrication_v0,change,route_gap,import_until_gap_resolved,material,overoptimistic_flagged,Spacer posts are part of an HV transformer dielectric package and should match the route_gap treatment of section supports,Change to route_gap until oil-compatible HV creepage and aging qualification is modeled,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_01,ebf3_wire_feed_control_shield,lunar_candidate_flagged,sensitivity_flag,steel_plate_or_sheet,sheet_metal_cutting_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Sheet shield is locally feasible and electronics noise risk is flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_wire_feed_idler_arm,lunar_candidate_flagged,sensitivity_flag,steel_stock,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Idler arm is machinable but feed pressure wear and debris are flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_wire_feed_motor_housing,lunar_candidate_flagged,sensitivity_flag,steel_stock,motor_housing_casting_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Motor housing fabrication is plausible but bearing alignment and vacuum service are flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_wire_feeder_feedthrough_flange,lunar_candidate_flagged,sensitivity_flag,steel_stock,machining_basic_v0,change,lunar_candidate_flagged,sensitivity_flag,minor,wrong_process,The flange body can be machined locally but secondary feedthrough fabrication is a placeholder and should not imply hermetic closure,Keep flagged local body route but remove or quarantine placeholder feedthrough process from secondary closure,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_01,ebf3_wire_feeder_feedthrough_signal_pin_set,defer_import_fallback,import_until_gap_resolved,alumina_ceramic_v0,electrical_feedthrough_vacuum_fabrication_v0,change,route_gap,import_until_gap_resolved,material,wrong_material,Signal pin set needs conductive pins shielding and hermetic seal technology rather than alumina material alone,Change to route_gap with imported qualified pin set until hermetic signal feedthrough route is modeled,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_01,ebf3_wire_outlet_guide_tube,lunar_candidate_flagged,sensitivity_flag,steel_stock,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Guide tube is machinable while bore finish wear and wire alignment are flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_wire_spool_core,lunar_candidate,local_nominal,steel_stock,machining_basic_v0,keep,lunar_candidate,local_nominal,ok,ok,Spool core is ordinary machined metal with low performance risk,Keep clean lunar_candidate,not_applicable,audit verdict keep
route_batch_01,ebf3_y_axis_ball_screw_shaft,route_gap,import_until_gap_resolved,steel_bar_stock,ball_screw_fabrication_v0,keep,route_gap,import_until_gap_resolved,ok,ok,Ball screw lead accuracy and thread grinding exceed current Ready route,Keep route_gap,not_applicable,audit verdict keep
route_batch_01,ebf3_z_axis_counterbalance_anchor_set,lunar_candidate_flagged,sensitivity_flag,steel_stock,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Anchor is local-feasible but load path fatigue and alignment are flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_01,ebf3_z_axis_counterbalance_spring_end_seat_set,lunar_candidate_flagged,sensitivity_flag,steel_stock,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,Spring seat is machinable while preload capture wear and fatigue interface risks are flagged,Keep flagged local route,not_applicable,audit verdict keep
route_batch_02,ebf3_anti_wear_guide_holder,lunar_candidate_flagged,sensitivity_flag,steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_axis_motor_mounting_feature_set,lunar_candidate_flagged,sensitivity_flag,steel,mounting_bracket_steel_forming_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_ball_nut_rolling_ball_set,defer_import_fallback,import_until_gap_resolved,bearing_steel,bearing_set_heavy_production_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"Precision rolling balls are worth eventual lunar closure, but bearing-grade roundness, hardening, grinding, preload, and vacuum lubrication are not supported by the Ready route; defer understates this as a concrete route gap.","Change route_decision to route_gap; keep import_until_gap_resolved; note missing bearing grinding, heat treatment, inspection, and lubricant qualification route.",applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_cabin_access_door_hinge_leaf_or_bracket_set,lunar_candidate_flagged,sensitivity_flag,steel,mounting_bracket_steel_forming_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_cabin_access_door_latch_pivot_axle_set,lunar_candidate_flagged,sensitivity_flag,steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_cabin_access_door_panel,route_gap,import_until_gap_resolved,steel_sheet,sheet_metal_cutting_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_cabin_frame_member_set,lunar_candidate_flagged,sensitivity_flag,steel_structural_stock,steel_bar_stock_rolling_shop_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_cabin_lighting_port_frame,route_gap,import_until_gap_resolved,steel_structural_stock,steel_bar_stock_rolling_shop_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_cabin_sacrificial_liner_retainer_set,lunar_candidate_flagged,sensitivity_flag,steel,mounting_bracket_steel_forming_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_cabin_wall_panel_set,route_gap,import_until_gap_resolved,steel_sheet,sheet_metal_cutting_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_can_bus_interface_shield,lunar_candidate_flagged,sensitivity_flag,aluminum_sheet,sheet_metal_cutting_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_dc_link_busbar_set,lunar_candidate_flagged,sensitivity_flag,aluminum_conductor,sheet_making_from_ingot_1mm_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_ebf_wire_guide_tip_body,lunar_candidate_flagged,sensitivity_flag,hardened_steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_emi_filter_choke_bobbin_or_insulation_set,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic,ceramic_block_small_production_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_emi_filter_choke_winding_set,defer_import_fallback,import_until_gap_resolved,copper_magnet_wire,wire_copper_magnet_production_v0,change,earth_import,import_nominal,material,overoptimistic_local,"Copper magnet wire is explicitly scarce/high-risk in the lunar material guide, and the Ready winding route does not close enamel/insulation class, EMI impedance, thermal rise, or vacuum outgassing.",Change to earth_import/import_nominal; clear local process/machine fields or leave only as rejected future-route notes.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_fixed_side_screw_bearing_retainer_set,lunar_candidate_flagged,sensitivity_flag,steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_full_bridge_dc_busbar_set,lunar_candidate_flagged,sensitivity_flag,aluminum_conductor,sheet_making_from_ingot_1mm_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_gun_cathode_ceramic_standoff_set,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic,ceramic_block_small_production_v0,change,route_gap,import_until_gap_resolved,material,overoptimistic_flagged,"Cathode-adjacent ceramic standoffs are in the electron-gun active region; local alumina and CNC finishing do not close dielectric standoff strength, thermal shock, alignment, or vacuum cleanliness.","Change to route_gap/import_until_gap_resolved until dielectric, thermal shock, cleanliness, and alignment acceptance are modeled.",applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_gun_cathode_radiation_shield_spacer_set,earth_import,import_nominal,molybdenum_or_tungsten,,keep,earth_import,import_nominal,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
