batch_id,item_id,current_decision,current_policy,current_material,current_process,audit_verdict,proposed_decision,proposed_policy,severity,issue_type,reasoning,recommended_edit
route_batch_03,ebf3_hv_bleeder_chain_insulating_support,defer_import_fallback,import_until_gap_resolved,alumina_ceramic_or_fused_silica,ceramic_sintering_process_v0,change,route_gap,import_until_gap_resolved,minor,unclear_boundary,"Lunar ceramic/glass feedstock is plausible and broadly useful, but the fired/glass process equipment is non-Ready and HV dielectric tracking/creepage performance is not verified.",Change decision to route_gap rather than defer_import_fallback; keep import_until_gap_resolved.
route_batch_03,ebf3_hv_tank_lid_seal,defer_import_fallback,import_until_gap_resolved,metal_gasket_or_imported_vacuum_elastomer,vacuum_seal_assembly_fabrication_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"The HV tank lid seal is a reusable leak-critical sealing technology, not just a one-off fallback. The Ready route only covers generic assembly and does not close oil compatibility, gasket material, compression life, or leak verification.",Change decision to route_gap; retain import_until_gap_resolved until the seal material and qualification path are explicit.
route_batch_03,ebf3_hv_tank_bonding_anchor,lunar_candidate_flagged,sensitivity_flag,steel_or_aluminum_grounding_anchor,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_input_rectifier_busbar_set,lunar_candidate_flagged,sensitivity_flag,aluminum_busbar,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_hv_lead_conductor_set,route_gap,import_until_gap_resolved,aluminum_conductor,wire_drawing_aluminum_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.
route_batch_03,ebf3_linear_encoder_mounting_bracket_set,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_linear_guide_carriage_rolling_element_set,route_gap,import_until_gap_resolved,bearing_steel,precision_grinding_basic_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.
route_batch_03,ebf3_lv_distribution_busbar_set,lunar_candidate_flagged,sensitivity_flag,aluminum_busbar,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_matching_network_inductor_mounting_base_set,lunar_candidate_flagged,sensitivity_flag,steel_or_aluminum,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_motor_coupling_clamp_screw_set,lunar_candidate_flagged,sensitivity_flag,steel_fastener_set,fastener_kit_small_fabrication_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_motor_mount_bracket_spacer_set,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_multi_channel_driver_enclosure,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_positioning_base_frame_rail_set,lunar_candidate_flagged,sensitivity_flag,steel_structural_stock,frame_fabrication_from_raw_metal_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_positioning_feedthrough_flange,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_positioning_feedthrough_signal_pin_set,defer_import_fallback,import_until_gap_resolved,kovar_or_copper_alloy_pin_set,electrical_feedthrough_vacuum_fabrication_v0,change,earth_import,import_nominal,material,wrong_policy,"Hermetic feedthrough pins rely on Kovar/copper alloy, ceramic/glass sealing, matched thermal expansion, and leak-qualified contact geometry; the KB process is only a placeholder using scarce/import materials.",Change to earth_import/import_nominal for first EBF3 simulation; treat local feedthrough pin technology as a separate future research route.
route_batch_03,ebf3_power_input_gland_body,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_primary_transformer_core,route_gap,import_until_gap_resolved,electrical_steel_sheet,electrical_steel_production_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.
route_batch_03,ebf3_ripple_inductor_core,route_gap,import_until_gap_resolved,electrical_steel_or_ferrite_core,electrical_steel_production_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.
route_batch_03,ebf3_rotary_axis_bearing_inner_ring,route_gap,import_until_gap_resolved,bearing_steel,precision_grinding_basic_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.
route_batch_03,ebf3_rotary_axis_table_hub,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_hv_transformer_internal_hv_lead_set,defer_import_fallback,import_until_gap_resolved,aluminum_or_copper_hv_lead,wire_drawing_aluminum_v0,change,route_gap,import_until_gap_resolved,minor,unclear_boundary,"Aluminum HV leads are a plausible lunar manufacturing target, but wire drawing dies are non-Ready and HV insulation/termination qualification is unresolved.",Change decision to route_gap while preserving import_until_gap_resolved.
route_batch_03,ebf3_hv_transformer_primary_winding_set,earth_import,import_nominal,copper_magnet_wire,coil_winding_basic_v0,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate for scarce, specialty, precision, polymer/seal, electronics, refractory, or high-qualification hardware with no credible Ready local closure.",No edit recommended for first-pass simulation import policy.
route_batch_03,ebf3_spatter_shield_mounting_tab_set,lunar_candidate_flagged,sensitivity_flag,steel_or_aluminum,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_substrate_clamp_jaw_set,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_tank_side_bushing_mounting_flange,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_thermal_isolation_standoff_washer_set,route_gap,import_until_gap_resolved,alumina_ceramic_v0,ceramic_sintering_process_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.
route_batch_03,ebf3_positioning_motor_cable_shield_set,lunar_candidate_flagged,sensitivity_flag,aluminum_or_steel_shield,sheet_making_from_ingot_to_metal_sheet_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_positioning_signal_conductor_set,route_gap,import_until_gap_resolved,aluminum_signal_conductor,wire_drawing_aluminum_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.
route_batch_03,ebf3_wire_feed_drive_roll_groove_profile,lunar_candidate_flagged,sensitivity_flag,hardened_steel,machining_basic_v0,change,route_gap,import_until_gap_resolved,material,overoptimistic_flagged,"The selected material is hardened steel and the function depends on wear, grip, concentricity, and surface finish. CNC machining alone does not close heat treatment or wear-qualified groove performance.",Change to route_gap until heat_treat_basic_v0 and wear/traction validation are Ready.
route_batch_03,ebf3_wire_feed_motor_mount_clamp_fastener_set,lunar_candidate_flagged,sensitivity_flag,steel_fastener_set,fastener_kit_small_fabrication_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_wire_feed_pressure_roll,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,change,route_gap,import_until_gap_resolved,material,overoptimistic_flagged,"A wire-feed pressure roll is a wear/contact motion part. Ready CNC supports shape, but not hardened surface, concentricity, contamination control, or feed-life performance.",Change to route_gap until local heat treatment and roll wear qualification are explicit.
route_batch_03,ebf3_spool_hub,lunar_candidate,local_nominal,steel,machining_basic_v0,keep,lunar_candidate,local_nominal,ok,ok,"Ordinary low-risk local metal hardware with Ready machine support; performance requirements do not cross the audit thresholds for HV, sealing, precision bearing, magnetic, spring fatigue, electronics qualification, or thermal-interface closure.",No edit recommended.
route_batch_03,ebf3_wire_feeder_base_stiffener,lunar_candidate,local_nominal,steel,frame_fabrication_from_raw_metal_v0,keep,lunar_candidate,local_nominal,ok,ok,"Ordinary low-risk local metal hardware with Ready machine support; performance requirements do not cross the audit thresholds for HV, sealing, precision bearing, magnetic, spring fatigue, electronics qualification, or thermal-interface closure.",No edit recommended.
route_batch_03,ebf3_wire_feeder_base_plate,lunar_candidate_flagged,sensitivity_flag,steel_plate,sheet_making_from_ingot_to_metal_sheet_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_wire_feeder_feedthrough_motor_power_pin_set,defer_import_fallback,import_until_gap_resolved,kovar_or_copper_alloy_power_pin_set,electrical_feedthrough_vacuum_fabrication_v0,change,earth_import,import_nominal,material,wrong_policy,"Motor feedthrough power pins are hermetic conductor/seal hardware with Kovar/copper alloy, dielectric standoff, current capacity, and leak-rate requirements. The placeholder feedthrough process does not close those critical properties.",Change to earth_import/import_nominal; model local hermetic feedthrough pins only after seal alloy/ceramic process and leak testing are closed.
route_batch_03,ebf3_wire_feeder_gun_bracket_body,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.
route_batch_03,ebf3_wire_spool_retention_feature_set,lunar_candidate,local_nominal,steel,machining_basic_v0,keep,lunar_candidate,local_nominal,ok,ok,"Ordinary low-risk local metal hardware with Ready machine support; performance requirements do not cross the audit thresholds for HV, sealing, precision bearing, magnetic, spring fatigue, electronics qualification, or thermal-interface closure.",No edit recommended.
route_batch_03,ebf3_z_axis_counterbalance_metal_spring_element,route_gap,import_until_gap_resolved,spring_steel,heat_treat_basic_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.
